"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YHBLAUNU","book","1968","Türkay, Orhan","Gizli İşsizlik","","","","","","","1968","2025-04-09 12:29:00","2025-04-09 12:29:49","","","103","","","","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Yayınları","239","","","Sevinç Matbaası","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVKFI77R","book","1960","Türkay, Orhan","Türkiye Nüfusu","","","","","","","1960","2025-04-09 12:25:15","2025-04-09 12:28:59","","","65","","","","","","Türk İktisadi Gelişmesi Araştırması Projesi","3","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Maliye Enstitüsü","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2LJBGQL","book","2001","Türkay, Orhan","İktisada Giriş","","975-06-0022-3","","","","","2001","2025-04-09 12:23:56","2025-04-09 12:24:51","","","421","","","","","","Anadolu Üniversitesi Yayın No ; Açıköğretim Fakültesi Yayın","","","","Anadolu Üniversitesi Yayını","Eskişehir","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWXSHLYB","book","2010","Türkay, Orhan","Mikroiktisat Teorisi","","978-975-7852-13-1","","","","","2010","2025-04-09 12:22:31","2025-04-09 12:23:33","","","354","","","","","","","","","","İmaj Yayınevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14th","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29QJNRLF","book","1956","Aren, Sadun; Richard, Stone","Sosyal Hesaplar ve İktisadi Modeller","","","","","","","1956","2025-04-09 12:11:35","2025-04-09 12:21:00","","","59","","","","","","","","","","Ajans Türk Matbaası","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I28FTCMZ","book","1956","Aren, Sadun; Ernest, Kurnow","Türkiye'de Bütçenin Hazırlanışı","","","","","","","1956","2025-04-09 12:12:59","2025-04-09 12:20:57","","","61","","","","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Yayınları ; Müşterek Yayınlar Serisi","3","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUEV6689","book","2014","Aren, Sadun","İstihdam, Para ve İktisadi Politika","","978-975-533-596-4","","","","","2014","2025-04-09 11:52:07","2025-04-09 12:20:53","","","395","","","","","","","","","","İmge Kitabevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14th","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7D9PBFJ5","book","2014","Aren, Sadun","100 Soruda Ekonomi El Kitabı: Türkiye Ekonomisinden Örneklerle","","978-975-533-561-2","","","","","2014","2025-04-09 11:45:43","2025-04-09 12:20:49","","","239","","","","","","","","","","İmge Kitabevi","Istanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPWCUJL8","book","2008","Aren, Sadun","Sosyalizmin Yeni Yolu","","978-975-533-580-3","","","","","2008","2025-04-09 11:53:35","2025-04-09 12:20:46","","","463","","","","","","","","","","İmge Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NIRZPKK","book","2007","Aren, Sadun","Para ve Para Politikası: 100 Soruda","","978-975-533-560-5","","","","","2007","2025-04-09 11:54:39","2025-04-09 12:20:41","","","204","","","","","","","","","","İmge Kitabevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZS4DTQ6F","book","2007","Aren, Sadun","Ekonomi Dersleri","","97899755335322","","","","","2007","2025-04-09 11:48:06","2025-04-09 12:20:35","","","303","","","","","","","","","","İmge Kitabevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4th","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWNK65DD","journalArticle","1990","Aren, Sadun","","","","","","","","1990","2025-04-09 11:56:18","2025-04-09 12:20:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLXJE9BR","book","1989","Aren, Sadun","Bir Dönemden Yazılar 1980-1988","","","","","","","1989","2025-04-09 11:56:54","2025-04-09 12:19:56","","","175","","","","","","","","","","Gerçek Yayınevi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XT7I629P","book","1986","Aren, Sadun","İşbitiren Ekonomi: Liberalizm, Devlet Müdahalesi ve 24 Ocak","","","","","","","1986","2025-04-09 11:58:56","2025-04-09 12:19:52","","","275","","","","","","Bilim ve Sanat Ekonomi Kitapları Dizisi","1","","","Bilim ve Sanat Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDV8XHIM","book","1961","Aren, Sadun","Para ve Fiyatlar (1950-1960)","","","","","","","1961","2025-04-09 12:01:30","2025-04-09 12:19:43","","","41","","","","","","Türk İktisadi Gelişmesi Araştırma Projesi","7","","","Siyasal Bilgiler Fakültesi Maliye Enstitüsü","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK28TB6Z","book","1957","Aren, Sadun","İktisadi Kalkınma ve Totaliter Liberaller","","","","","","","1957","2025-04-09 12:03:11","2025-04-09 12:19:40","","","15","","","","","","","","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6LST3C7","book","1952","Aren, Sadun","Veraset Vergisi Üzerinde Bir Deneme","","","","","","","1952","2025-04-09 12:04:10","2025-04-09 12:19:35","","","169","","","","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi","24-6","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIEKEQ7J","book","2010","Türkay, Orhan","İktisat Teorisine Giriş: Mikroiktisat","","978-975-7852-25-4","","","","","2010","2025-04-09 12:18:12","2025-04-09 12:19:22","","","236","","","","","","","","","","İmaj Yayınevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19th","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49LQWLSW","book","","Aren, Sadun","Üretim-Üretim İlişkileri: Bildirge","","","","","","","","2025-04-09 12:10:00","2025-04-09 12:10:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXNYVHGE","book","1987","Aren, Sadun","Çarşamba Söyleşileri: ""86... 87"" Seçmeler","","","","","","","1987","2025-04-09 11:58:04","2025-04-09 12:09:20","","","168","","","","","","","","","","Mülkiyeliler Birliği Vakfı Yayınları","Ankara","Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEI9EJHT","journalArticle","1892","Bryce, James","Edward Augustus Freeman","The English Historical Review","","","","","","1892","2025-04-20 09:45:52","2025-04-20 09:47:51","","497-509","","27","7","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8EC2SPT","journalArticle","1981","Parker, C. J. W.","The Failure of Liberal Racialism: The Racial Ideas of E. A. Freeman","The Historical Journal","","","","","","1981","2025-04-19 18:49:40","2025-04-20 16:52:57","","825-846","","4","24","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJP8PCP4","journalArticle","2011","Witt, Matthew T.","A Noteworthy Absence: How and Why Race and Racism is Ignored by Public Administration Scholarship","History Compass","","","","","","2011","2025-04-19 18:45:50","2025-04-19 18:47:18","","549-561","","7","9","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND5BKHT5","book","","Stephens, William Richard Wood","The Life and Letters of Edward A. Freeman, Vol. I.","","","","","","","","2025-04-19 18:43:37","2025-04-19 18:45:02","","","","","","","","","","","","","Macmillan and Co.","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78CABUEI","journalArticle","2022","Jasper, David","Bede and the Beginnings of English Racism: by W. Trent Foley","International Journal for the Study of the Christian Church","","","","","","2022","2025-04-19 18:35:58","2025-04-20 16:52:21","","379–380","","4","22","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND6AGHBA","book","2018","Hanchard, Michael","The Spectre of Race: How Discrimination Haunts Western Democracy","","","","","","","2018","2025-04-19 18:31:05","2025-04-19 18:33:49","","","","","","","","","","","","","Princeton University Press","Princeton","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUXBHIPJ","thesis","2017","Elfenbein, Madeleine","No Empire for Old Men: The Young Ottomans and the World, 1856–1878.","","","","","","","2017","2025-04-19 18:28:32","2025-04-19 18:30:00","","","","","","","","","","","","","University of Chicago","Chicago","English","","Ph.D. Dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7JZRIU9","journalArticle","1943","Cronne, H. A.","Edward Augustus Freeman, 1823–1892","History","","","","","","1943","2025-04-19 18:25:29","2025-04-19 18:27:31","","78–92","","28","107","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R73BMG6V","conferencePaper","2023","Bremner, Alex","A Crimson Thread? The Cumulative Effects of Race, Nation, and Empire in British Architectural Discourse, c.1850-1920","","","","","https://www.research.ed.ac.uk/en/publications/a-crimson-thread-the-cumulative-effects-of-race-nation-and-empire","","2023","2025-04-19 18:21:52","2025-04-19 18:23:32","","","","","","","","","","","","","Unpublished","London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Society of Architectural Historians of Great Britain Annual Symposium/Bartlett School of Architecture Conference: Constructing Coloniality: British Imperialism and the Built Environment - Bartlett School of Architecture, London, United Kingdom","","","","","","","","","","","","","","",""
"KRWB6PNW","conferencePaper","2013","Bremner, Alex","E. A. Freeman and the Racialisation of Architecture in 19th-Century Britain","","","","","https://www.research.ed.ac.uk/en/publications/e-a-freeman-and-the-racialisation-of-architecture-in-19th-century","","2013","2025-04-19 18:16:33","2025-04-19 18:20:08","","","","","","","","","","","","","Unpublished","Buffalo, NY","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66th SAH Annual Conference","","","","","","","","","","","","","","",""
"Z9EBKDNI","journalArticle","1980","Bérard, Robert N.","Edward Augustus Freeman and University Reform in Victorian Oxford","History of Education","","","","","","1980","2025-04-19 18:09:48","2025-04-20 16:51:38","","287-301","","4","9","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S54NDMKN","book","1893","Freeman, Edward A.","Studies of Travel: Greece","","","","","","","1893","2025-04-19 17:53:52","2025-04-20 16:51:16","","","","","","","","","","","","","The Knickerbocker Press","New York & London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKWQQBZD","book","1883","Freeman, Edward A.","Some Impressions of the United States","","","","","","","1883","2025-04-19 17:48:43","2025-04-19 17:50:53","","","","","","","","","","","","","Longmans, Green, and Co.","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NAQ9TCT","book","1876","Freeman, Edward A.","General Sketch of History","","","","","","","1876","2025-04-19 17:38:58","2025-04-19 17:39:40","","","","","","","","","","","","","Henry Holt and Co.","New York","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPW5DGK4","book","1973","Freeman, Edward A.","Comparative Politics","","","","","","","1973","2025-04-19 17:32:09","2025-04-19 17:33:41","","","","","","","","","","","","","Macmillan and Co.","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXDM26G5","book","1886","Freeman, Edward A.","The Methods of Historical Study","","","","","","","1886","2025-04-19 17:29:02","2025-04-19 17:30:12","","","","","","","","","","","","","Macmillan and Co.","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UQEIPAJ","book","1872","Freeman, Edward A.","The Unity of History","","","","","","","1872","2025-04-19 17:25:26","2025-04-19 17:27:41","","","","","","","","","","","","","Macmillan and Co.","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMG2A3UW","journalArticle","1992","Panzac, Daniel","International and Domestic Maritime Trade in the Ottoman Empire during the 18th Century","International Journal of Middle East Studies","","","https://doi.org/10.1017/S0020743800021528","","","1992","2025-04-18 13:41:22","2025-04-18 13:43:20","","189-206","","2","24","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MX7B5FB","book","2006","","Osmanlı Maliyesi: Kurumlar ve Bütçeler [Ottoman Finance: Institutions and Budgets]","","","","","","","2006","2025-04-18 13:36:03","2025-04-28 12:39:18","","","","","","","","","","","","","Osmanlı Bankası Arşiv ve Araştırma Merkezi","İstanbul","Modern Turkish","","","","","","","","","","","","","Genç, Mehmet; Özvar, Erol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBU6QB36","book","2000","Genç, Mehmet","Osmanlı İmparatorluğunda Devlet ve Ekonomi [State and Economy in the Ottoman Empire]","","","","","","","2000","2025-04-18 13:34:10","2025-04-28 12:38:20","","","","","","","","","","","","","Ötüken Neşriyat","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5UUJWA2","book","1950","","Contribution a L’histoire du Commerce de la Turquie et de la Bulgarie III, Rapport Consulaires Français Documents Officiels et Autres Documents","","","","","","","1950","2025-04-18 13:17:02","2025-04-18 13:26:17","","","","","","","","","","","","","","Svichtov","French","","","","","","","","","","","","","Michoff, Nicolas V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIXKK3GT","book","1953","Onur, Ahmet","Türkiye Demiryolları Tarihi (1860-1953)","","","","","","","1953","2025-04-18 13:15:56","2025-04-18 13:16:42","","","","","","","","","","","","","İstanbul Askeri Basımevi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVGWRFAW","book","1907","Pepper, Charles M.","Report on Trade Conditions in Asiatic Turkey","","","","","","","1907","2025-04-18 13:14:29","2025-04-18 13:15:31","","","45","","","","","","","","","","Government Printing Office","Washington","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWTSYTIY","journalArticle","1974","Sertel, Murat; Prakash, Prem","Topological Semivector Spaces: Convexity and Fixed Point Theory","Semigroup Forum","","","","","","1974","2025-04-14 18:09:56","2025-04-14 18:11:30","","117–138","","","9","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2SLF23L","journalArticle","2002","Sertel, Murat; Özkal Sanver, İpek","Manipulability of the Men- (Women-) Optimal Matching Rule via Endowments","Matematical Social Sciences","","","","","","2002","2025-04-14 18:08:00","2025-04-14 18:09:17","","65-83","","1","44","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSRSAHBY","journalArticle","1992","Sertel, Murat","The Nash Bargaining Solution Manipulated by Pre-Donations is Talmudic","Economics Letters","","","","","","1992","2025-04-14 18:06:56","2025-04-14 18:07:37","","45-55","","1","40","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSLQTKKJ","journalArticle","1994","Sertel, Murat","Manipulating Lindahl Equilibrium Via Endowments","Economics Letters","","","","","","1994","2025-04-14 18:05:50","2025-04-14 18:06:35","","167-171","","2","46","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPNYTCYK","journalArticle","1991","Sertel, Murat","Workers' Enterprises in Imperfect Competition","Journal of Comparative Economics","","","","","","1991","2025-04-14 18:02:38","2025-04-14 18:04:01","","698-710","","4","15","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTYJKFLV","bookSection","1999","Sertel, Murat; Hurwicz, Leonid","Designing Mechanisms, in Particular for Electoral Systems: The Majoritarian Compromise","Contemporary Economic Issues","978-1-349-14540-9","","","","","1999","2025-04-14 17:58:23","2025-04-14 18:02:36","","69-88","","","4","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEXZJ9WZ","journalArticle","2004","Sertel, Murat; Sanver, Remzi","Strong Equilibrium Outcomes of Voting Games are the Generalized Condorcet Winners","Social Choice and Welfare","","","","https://link.springer.com/article/10.1007/s00355-003-0218-x","","2004","2025-04-14 17:56:51","2025-04-14 17:58:21","","331-347","","","22","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECXBXSTX","journalArticle","1994","Sertel, Murat; Paul, Kleindorfer","Auctioning the Provision of an Indivisible Public Good","Journal of Economic Theory","","","","https://www.sciencedirect.com/science/article/pii/S0022053184710520","","1994","2025-04-14 17:54:48","2025-04-14 17:56:07","","20-34","","","64","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGWBQUAH","journalArticle","1979","Sertel, Murat; Van der Bellen, Alexander","Synopses in the Theory of Choice","Econometrica","","","","https://www.jstor.org/stable/1914006","","1979","2025-04-14 17:52:23","2025-04-14 17:54:47","","1367-1389","","6","47","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPD7U2MV","journalArticle","2006","Sertel, Murat; Kıbrıs, Özgür","Bargaining Over a Finite Set of Alternatives","Social Choice and Welfare","","","","","","2006","2025-04-14 17:50:34","2025-04-14 17:52:03","","421-437","","","28","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB8ZWJS6","journalArticle","1999","Sertel, Murat; Yılmaz, Bilge","The Majoritarian Compromise is Majoritarian-Optimal and Subgame-Perfect Implementable","Social Choice and Welfare","","","","","","1999","2025-04-14 17:47:18","2025-04-14 17:49:12","","615-627","","1","16","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZ7JMC4N","book","1986","Sertel, Murat","Characterizing Fidelity For Reflexive Choices","","","","","","","1986","2025-04-14 17:19:41","2025-04-14 17:20:24","","","5","","","","","","","","","","Boğaziçi Yayınları","İstanbul","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IL7WN6CN","book","1986","Sertel, Murat","Workers' Enterprises Are Not Perverse","","","","","","","1986","2025-04-14 17:18:41","2025-04-14 17:19:18","","","10","","","","","","","","","","Boğaziçi Yayınları","İstanbul","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22APY2GB","book","1982","Sertel, Murat","Workers and Incentives","","","","","","","1982","2025-04-14 17:16:40","2025-04-14 17:18:40","","","239","","","","","","","","","","North-Holland Publishing Company","Amsterdam","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GHSSNUB","book","1965","Küçükömer, İdris","İktisat İlkeleri Üzerine (İktisada Giriş): Kitap I","","","","","","","1965","2025-04-14 17:06:06","2025-04-14 17:15:51","","","295","","","","","","İstanbul Üniversitesi Yayınları; İktisat Fakültesi","","","","Hamle Matbaası","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYXYVUHR","book","1965","Küçükömer, İdris","İktisat İlkeleri Üzerine (İktisada Giriş): Kitap II","","","","","","","1965","2025-04-14 17:15:16","2025-04-14 17:15:47","","","216","","","","","","İstanbul Üniversitesi Yayınları; İktisat Fakültesi","","","","Hamle Matbaası","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPDA845F","book","1966","Küçükömer, İdris","Gelişmiş ve Azgelişmiş Ülkelerin İlişkileri Üzerine (Politik İktisada Dönüş Denemesi)","","","","","","","1966","2025-04-14 17:07:42","2025-04-14 17:14:14","","","168","","","","","","İktisat Fakültesi ; İstanbul Üniversitesi Yayınları","1217","","","Hamle Matbaası","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWPPIE62","book","1968","Küçükömer, İdris","Osmanlılarda Kapitalist Düzene Geçilememesi ve Bürokratlar ile Ortanın Solunun Gelişimi","","","","","","","1968","2025-04-14 17:11:39","2025-04-14 17:12:37","","","66","","","","","","","","","","İstanbul Teknik Üniversitesi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LWCJD82","book","1972","Küçükömer, İdris","İktisat İlkelerine Yeniden Bakış","","","","","","","1972","2025-04-14 17:04:41","2025-04-14 17:06:05","","","452","","","","","","","","","","Sermet Matbaası","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD862DI7","book","1994","Küçükömer, İdris","Sivil Toplum Yazıları","","975-7696-61-7","","","","","1994","2025-04-14 17:03:29","2025-04-14 17:04:40","","","215","","","","","","","","","","Bağlam Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGI35E6K","thesis","","Küçükömer, İdris","Sosyal Kıymet, İktisadi Refah, Sosyal Tercih","","","","","","","","2025-04-14 17:00:00","2025-04-14 17:00:42","","","154","","","","","","","","","","","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VADJRFDJ","book","2007","Küçükömer, İdris","Düzenin Yabancılaşması: Batılılaşma","","978-975-7696-60-5","","","","","2007","2025-04-14 16:56:19","2025-04-14 16:59:58","","","243","","","","","","","","","","Bağlam Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NUL4PHD","book","2009","Küçükömer, İdris","Cuntacılıktan Sivil Topluma: Yön ve Ant Yazıları","","978-975-996-242-5","","","","","2009","2025-04-14 16:57:24","2025-04-14 16:58:58","","","238","","","","","","167. Prestij kitaplar","11","","","Profil Yayıncılık","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7MMWPNQ","journalArticle","1994","Küçükömer, İdris","Bizim Liberallerimiz! (Yön Dergisi'nden Seçmeler)","Yön Dergisi","","","","","","1994","2025-04-14 16:49:19","2025-04-14 16:55:32","","248-250","","","2","","Cogito : Kirlenen çağ","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZJ5T9II","journalArticle","1977","Küçükömer, İdris","Asyagil Üretim Biçimi, Yeniden Üretim ve Sivil Toplum","İletişim Yayınları","","","","","","1977","2025-04-14 16:54:13","2025-04-14 16:55:28","","3-30","","","2","","","","Toplum ve Bilim","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HNXTUS9","journalArticle","1956","Kılıçbay, Ahmet","İktisadî Kalkınma Şartlarının Toplu Bu Tetkiki","İktisat ve Maliye","","","","","","1956","2025-04-14 13:06:30","2025-04-14 13:07:14","","365-372","","9","3","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9G2WQKF","journalArticle","1956","Tuncer, Selahattin","İktisaden Az Gelişmiş Memleketlerde Maliye Politikası","İktisat ve Maliye","","","","","","1956","2025-04-14 13:05:14","2025-04-14 13:06:11","","99-110","","3","3","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
